area,monster,monster_name,skill,skill_name,verdict,review_note,zip,zip_sha
AREA_17,m_memory_monk_trainee,추억의 신관,s_mon_memory_monk_trainee,추억의 기도파,유지 가능,"몬스터/스킬의 선언 소재와 대표 형상이 연결되고, 명암층·주 실루엣·ICON의 형태 언어가 양립한다. 필수 원화 변경을 요구할 명확한 문제는 이번 정적 프레임 검토에서 찾지 못했다.",D:\maplestory_levup\docs\art\chatgpt-work-runs\AREA_17\20260914_005624\AREA_17_IMAGES_OUTPUT.zip,00c3adac54d19a014c1b53bf095dd0bfc9ce3fd8f353ab22e9d92ddc91ea9389
AREA_17,m_memory_guardian,추억의 수호병,s_mon_memory_guardian,수호병의 기억갑주,유지 가능,"몬스터/스킬의 선언 소재와 대표 형상이 연결되고, 명암층·주 실루엣·ICON의 형태 언어가 양립한다. 필수 원화 변경을 요구할 명확한 문제는 이번 정적 프레임 검토에서 찾지 못했다.",D:\maplestory_levup\docs\art\chatgpt-work-runs\AREA_17\20260914_005624\AREA_17_IMAGES_OUTPUT.zip,00c3adac54d19a014c1b53bf095dd0bfc9ce3fd8f353ab22e9d92ddc91ea9389
AREA_17,m_chief_memory_guardian,추억의 수호대장,s_mon_chief_memory_guardian,시간 수호진,유지 가능,"몬스터/스킬의 선언 소재와 대표 형상이 연결되고, 명암층·주 실루엣·ICON의 형태 언어가 양립한다. 필수 원화 변경을 요구할 명확한 문제는 이번 정적 프레임 검토에서 찾지 못했다.",D:\maplestory_levup\docs\art\chatgpt-work-runs\AREA_17\20260914_005624\AREA_17_IMAGES_OUTPUT.zip,00c3adac54d19a014c1b53bf095dd0bfc9ce3fd8f353ab22e9d92ddc91ea9389
AREA_17,m_dodo,도도,s_mon_dodo,기억 포식,유지 가능,"몬스터/스킬의 선언 소재와 대표 형상이 연결되고, 명암층·주 실루엣·ICON의 형태 언어가 양립한다. 필수 원화 변경을 요구할 명확한 문제는 이번 정적 프레임 검토에서 찾지 못했다.",D:\maplestory_levup\docs\art\chatgpt-work-runs\AREA_17\20260914_005624\AREA_17_IMAGES_OUTPUT.zip,00c3adac54d19a014c1b53bf095dd0bfc9ce3fd8f353ab22e9d92ddc91ea9389
AREA_18,m_mateon,마티안,s_mon_mateon,마티안 광선탄,유지 가능,"몬스터/스킬의 선언 소재와 대표 형상이 연결되고, 명암층·주 실루엣·ICON의 형태 언어가 양립한다. 필수 원화 변경을 요구할 명확한 문제는 이번 정적 프레임 검토에서 찾지 못했다.",D:\maplestory_levup\docs\art\chatgpt-work-runs\AREA_18\20260914_005624\AREA_18_IMAGES_OUTPUT.zip,c3a9c75eebf6bb5174397691a3ed3868eb1a35f0d90c3e44cccfe3a7c9e5b7e6
AREA_18,m_plateon,플라티안,s_mon_plateon,외계 장갑 조종,유지 가능,"몬스터/스킬의 선언 소재와 대표 형상이 연결되고, 명암층·주 실루엣·ICON의 형태 언어가 양립한다. 필수 원화 변경을 요구할 명확한 문제는 이번 정적 프레임 검토에서 찾지 못했다.",D:\maplestory_levup\docs\art\chatgpt-work-runs\AREA_18\20260914_005624\AREA_18_IMAGES_OUTPUT.zip,c3a9c75eebf6bb5174397691a3ed3868eb1a35f0d90c3e44cccfe3a7c9e5b7e6
AREA_18,m_mecateon,메카티안,s_mon_mecateon,기계화 레이저,보정 필요,"F03의 빔 끝, F04~F05의 오른쪽 타격광·파편이 동일한 수직선에서 끊겨 보인다. 투명 여백을 남긴 채 내부에서 잘린 형태이므로 edge=0만으로 해결됐다고 볼 수 없다. 렌즈·분홍 팔레트는 보존하고 끝/타격광 복구가 필요하다.",D:\maplestory_levup\docs\art\chatgpt-work-runs\AREA_18\20260914_005624\AREA_18_IMAGES_OUTPUT.zip,c3a9c75eebf6bb5174397691a3ed3868eb1a35f0d90c3e44cccfe3a7c9e5b7e6
AREA_18,m_chief_gray,원로 그레이,s_mon_chief_gray,원로의 정신연산,유지 가능,"몬스터/스킬의 선언 소재와 대표 형상이 연결되고, 명암층·주 실루엣·ICON의 형태 언어가 양립한다. 필수 원화 변경을 요구할 명확한 문제는 이번 정적 프레임 검토에서 찾지 못했다.",D:\maplestory_levup\docs\art\chatgpt-work-runs\AREA_18\20260914_005624\AREA_18_IMAGES_OUTPUT.zip,c3a9c75eebf6bb5174397691a3ed3868eb1a35f0d90c3e44cccfe3a7c9e5b7e6
AREA_18,m_zeno,제노,s_mon_zeno,제노의 중력장,권장,중력륜과 외계 코어는 식별된다. F05의 수평 타원륜에서 F06의 정면 나선으로 기울기가 크게 바뀐다. 원근 전환 중간 형상을 다듬어 고정 기준축의 연속성을 높이는 것을 권장한다.,D:\maplestory_levup\docs\art\chatgpt-work-runs\AREA_18\20260914_005624\AREA_18_IMAGES_OUTPUT.zip,c3a9c75eebf6bb5174397691a3ed3868eb1a35f0d90c3e44cccfe3a7c9e5b7e6
AREA_19,m_official_knight_c,정식기사 C,s_mon_official_knight_c,기사단 뇌전 연각,유지 가능,"몬스터/스킬의 선언 소재와 대표 형상이 연결되고, 명암층·주 실루엣·ICON의 형태 언어가 양립한다. 필수 원화 변경을 요구할 명확한 문제는 이번 정적 프레임 검토에서 찾지 못했다.",D:\maplestory_levup\docs\art\chatgpt-work-runs\AREA_19\20260914_005624\AREA_19_IMAGES_OUTPUT.zip,29ce8bb487b4283e98fd8b3fecbf987a8d3f9d82406bb369aba5b0c11ab937a6
AREA_19,m_official_knight_d,정식기사 D,s_mon_official_knight_d,기사단의 바람 조준,유지 가능,"몬스터/스킬의 선언 소재와 대표 형상이 연결되고, 명암층·주 실루엣·ICON의 형태 언어가 양립한다. 필수 원화 변경을 요구할 명확한 문제는 이번 정적 프레임 검토에서 찾지 못했다.",D:\maplestory_levup\docs\art\chatgpt-work-runs\AREA_19\20260914_005624\AREA_19_IMAGES_OUTPUT.zip,29ce8bb487b4283e98fd8b3fecbf987a8d3f9d82406bb369aba5b0c11ab937a6
AREA_19,m_advanced_knight_a,상급기사 A,s_mon_advanced_knight_a,그림자 기사의 민첩,유지 가능,"몬스터/스킬의 선언 소재와 대표 형상이 연결되고, 명암층·주 실루엣·ICON의 형태 언어가 양립한다. 필수 원화 변경을 요구할 명확한 문제는 이번 정적 프레임 검토에서 찾지 못했다.",D:\maplestory_levup\docs\art\chatgpt-work-runs\AREA_19\20260914_005624\AREA_19_IMAGES_OUTPUT.zip,29ce8bb487b4283e98fd8b3fecbf987a8d3f9d82406bb369aba5b0c11ab937a6
AREA_19,m_advanced_knight_b,상급기사 B,s_mon_advanced_knight_b,상급기사의 이프리트 화염,유지 가능,"몬스터/스킬의 선언 소재와 대표 형상이 연결되고, 명암층·주 실루엣·ICON의 형태 언어가 양립한다. 필수 원화 변경을 요구할 명확한 문제는 이번 정적 프레임 검토에서 찾지 못했다.",D:\maplestory_levup\docs\art\chatgpt-work-runs\AREA_19\20260914_005624\AREA_19_IMAGES_OUTPUT.zip,29ce8bb487b4283e98fd8b3fecbf987a8d3f9d82406bb369aba5b0c11ab937a6
AREA_19,m_cygnus,시그너스,s_mon_cygnus,타락한 여제의 정원,보정 필요,F05 오른쪽 꽃잎/바닥 고리와 F06 양쪽 가장자리 조각에 수직 절단이 확인된다. 어두운 꽃왕관의 색·재질은 유지하고 원본 추출 영역을 먼저 조사해야 한다. 배경에서의 중간톤 읽힘 개선은 잘림 복구 후 별도 권장 사항이다.,D:\maplestory_levup\docs\art\chatgpt-work-runs\AREA_19\20260914_005624\AREA_19_IMAGES_OUTPUT.zip,29ce8bb487b4283e98fd8b3fecbf987a8d3f9d82406bb369aba5b0c11ab937a6
AREA_20,m_mutant_dark_stump,변형된 다크 스텀프,s_mon_mutant_dark_stump,뒤틀린 고목의 껍질,유지 가능,"몬스터/스킬의 선언 소재와 대표 형상이 연결되고, 명암층·주 실루엣·ICON의 형태 언어가 양립한다. 필수 원화 변경을 요구할 명확한 문제는 이번 정적 프레임 검토에서 찾지 못했다.",D:\maplestory_levup\docs\art\chatgpt-work-runs\AREA_20\20260914_005624\AREA_20_IMAGES_OUTPUT.zip,39b249d5163b400b8ac99cb37a6c5d2d308dee318e7449df165d83730786201c
AREA_20,m_mutant_iron_hog,변형된 아이언호그,s_mon_mutant_iron_hog,황야의 철갑 돌진,권장,철갑 코어·오른쪽 돌진은 적합하다. 황야 먼지의 주황 흐름이 화염처럼 읽힐 여지가 있다. 색 전체를 바꾸기보다 먼지 입자와 금속/먼지 경계를 정리하는 권장 항목이다.,D:\maplestory_levup\docs\art\chatgpt-work-runs\AREA_20\20260914_005624\AREA_20_IMAGES_OUTPUT.zip,39b249d5163b400b8ac99cb37a6c5d2d308dee318e7449df165d83730786201c
AREA_20,m_mutant_stone_mask,변형된 스톤마스크,s_mon_mutant_stone_mask,발굴지의 석면,유지 가능,"몬스터/스킬의 선언 소재와 대표 형상이 연결되고, 명암층·주 실루엣·ICON의 형태 언어가 양립한다. 필수 원화 변경을 요구할 명확한 문제는 이번 정적 프레임 검토에서 찾지 못했다.",D:\maplestory_levup\docs\art\chatgpt-work-runs\AREA_20\20260914_005624\AREA_20_IMAGES_OUTPUT.zip,39b249d5163b400b8ac99cb37a6c5d2d308dee318e7449df165d83730786201c
AREA_20,m_ancient_dark_golem,에인션트 다크골렘,s_mon_ancient_dark_golem,고대 암흑 지진,유지 가능,"몬스터/스킬의 선언 소재와 대표 형상이 연결되고, 명암층·주 실루엣·ICON의 형태 언어가 양립한다. 필수 원화 변경을 요구할 명확한 문제는 이번 정적 프레임 검토에서 찾지 못했다.",D:\maplestory_levup\docs\art\chatgpt-work-runs\AREA_20\20260914_005624\AREA_20_IMAGES_OUTPUT.zip,39b249d5163b400b8ac99cb37a6c5d2d308dee318e7449df165d83730786201c
AREA_20,m_mutant_stumpy,변형된 스텀피,s_mon_mutant_stumpy,검은 뿌리의 묘지,유지 가능,"몬스터/스킬의 선언 소재와 대표 형상이 연결되고, 명암층·주 실루엣·ICON의 형태 언어가 양립한다. 필수 원화 변경을 요구할 명확한 문제는 이번 정적 프레임 검토에서 찾지 못했다.",D:\maplestory_levup\docs\art\chatgpt-work-runs\AREA_20\20260914_005624\AREA_20_IMAGES_OUTPUT.zip,39b249d5163b400b8ac99cb37a6c5d2d308dee318e7449df165d83730786201c
