index,name,RUID,original_priority,chronology,view_scope,usable_kind,use_limitation,zip_member,sha256
58,루나픽시,4f6509d9539f4d76a9bb4e8f17e12cc7,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0058_루나픽시/preview.png,dd0441b60d6bbc3e943632cfc3b2a874f825fd448f94023925f2f5a93c5533b4
59,메카티안,50eff4b9b8064efa8db5246e7a912c4d,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0059_메카티안/preview.png,a168ffb75355af49a5b78753cf6220ac723fbeec4248e8a1cae12320cdef1987
60,몸통 박치기,518cc119c1c04b8797090175d9f015f2,LEGACY_REFERENCE,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0060_몸통_박치기/preview.png,e1d719905fce5b4111f9217a62983763b4b9deba1e715c210df85c4e693019bc
61,블러드 하프,518e72a0592d48b3b3e451be46a4f39e,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0061_블러드_하프/preview.png,3b7935a013c048b45b00c01e59a501c13e5b4463a53f9c3fcd5de785a9dab111
62,sprite-8916132,52162587bc534b9385af8c77513d93d4,LEGACY_REFERENCE,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0062_sprite-8916132/preview.png,d816677541f4b0a208989c488f8d983817952a12b4ed498d6d435134c4e4c526
63,animationclip-1038337,5308ef85369c4f31843d6e8cde4b1012,LEGACY_REFERENCE,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0063_animationclip-1038337/preview.png,4aded54ee2c951dd078446f1f10e6c402ccc6fe45400a598682027075d3ff18c
64,태륜,5328a3875a32437784c949579f259a00,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0064_태륜/preview.png,77a0d208c81e4eed0296062973997a183bebf60d195e5b771aa50252c784efec
65,animationclip-660545,544b4092b87a41948b74e6645d530b88,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0065_animationclip-660545/preview.png,894d35dbee36518b870cee4a3e5ce19d56de4ca3ac3494a101efd2e8217e6f26
66,animationclip-1040165,5518aba1defc4a53b7593109b09959b4,RECENT_SECONDARY,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0066_animationclip-1040165/preview.png,f173195646eda4e50bdc1440e585888b87ced3ccf888be9eedca4910b91175eb
67,animationclip-660634,55fd196846694198bd65c59356de0830,RECENT_SECONDARY,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,NATIVE_1_TO_1,VFX_STATIC,보라 세로 에너지의 날카로운 선과 어두운 중심. 정지 프레임 마감만 사용.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0067_animationclip-660634/preview.png,e1708eeddd7d001653a3e0afe830448d9931f398858c7e53c0b792e19c4e887f
68,정체모를 주니어 발록,5638984319fd476ca3d89e2aaca7f32a,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0068_정체모를_주니어_발록/preview.png,87656910ea270a2ac642f626455597e043010e61ded46fdfab3c1a19fc415ab4
69,animationclip-660656,566b0886b4cf4f3997a29ecd3a1954b5,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0069_animationclip-660656/preview.png,44fd566158d69d917d394156de78f6a055b9952bbc832725dedacd02fa542be9
70,물방울 마력,572a7a12dcb449bcb0582fc2ccf5be07,LEGACY_REFERENCE,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0070_물방울_마력/preview.png,c9a90368419a9a530c060eaa656f0fcbb7c0132464b7486cffd442a1198960e4
71,animationclip-660879,5a19a94eb91e49428d698172dcc6b060,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0071_animationclip-660879/preview.png,0a24065d33ebe248a8489a3a34c9a1fecfa88e3067a40cb65f3029c1a2c8bc7c
72,마뇽,5ac6554c0ea94009bbd9389df0542339,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0072_마뇽/preview.png,5a3d348e60bca44c851e90e62de8aa59b478b581b3c3e8f9c48fe731ee29146d
73,animationclip-1039437,5bc3cb66370a45ae9ba7349672a7cf2b,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0073_animationclip-1039437/preview.png,b93c6c23a5b17bb2c4ccb5f3c17e6b3a6443513a6e12745dd4fab0d79617da6a
74,animationclip-1038154,5c3501dc981941c5b04c2f690351bce8,LEGACY_REFERENCE,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0074_animationclip-1038154/preview.png,6b4f735f8e8483fff4b6e12b4f55c0cb103000ea708a54a28c4547c9d7dcdf5a
75,animationclip-661184,5f2d779cdb8b4cdb9620b2c235e51f25,LEGACY_REFERENCE,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0075_animationclip-661184/preview.png,85d255478f64d53dde31fc73fb136b113c75b9e93a4a74835495103956f232fb
76,요정의 마법가루,5f5ebe88b8f2426195c793b3440012e4,LEGACY_REFERENCE,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0076_요정의_마법가루/preview.png,20e09dfc3ceda96d93b5aa64b57302f28078de0862149abfb390eb1fefacc6a0
77,animationclip-661347,623d68d21e784ac9949fd7941ab53f67,RECENT_SECONDARY,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,INVENTORY_ONLY,BLANK_OR_NEAR_BLANK_SCREENED,제공 썸네일에서 유효한 형상 식별이 어려움. 품질/소멸 기준으로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0077_animationclip-661347/preview.png,857dcdd67abf0d629d5e790f59e2ba796e0c71a67884aef90201f27b89c5bb05
78,animationclip-661393,6294c62288bd46beb2ff548bd8671ee0,LEGACY_REFERENCE,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0078_animationclip-661393/preview.png,2c6c6b6a52d1ad32bccb2312505b2d80b28aff0d0826b6b1b92e6ceebec73bc9
79,뼈 무덤,637abac61bd14f788b157d6aaf1fa08f,LEGACY_REFERENCE,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0079_뼈_무덤/preview.png,eab51ddd84dd7a1789d49913d0516e18ebfa782625fdd21b283aa96f7424ad93
80,sprite-8918337,644fc39bcc684c209264eb9d9a4cd6f8,LEGACY_REFERENCE,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0080_sprite-8918337/preview.png,ab65ae635874d79adc6bb7150ec2cb4ed6cad7bd54c35b429a9adac98e15cad5
81,animationclip-1042815,6486822ba9284f41b5c8c3a240d3a52b,RECENT_SECONDARY,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0081_animationclip-1042815/preview.png,f366f5b32550bb102124dffa1a64bb9837afabd2cfe71b7ab14ffee91c57e0a8
82,animationclip-661507,64f775829e234918bd65e9d22214bb06,LEGACY_REFERENCE,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0082_animationclip-661507/preview.png,975f270b9ee1340cca93aa9b192f70f7704f3933ced0a5da353d0ca379859ce2
83,animationclip-1042090,6611bd12f23d4f3e8c45689533ff6e1d,RECENT_SECONDARY,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0083_animationclip-1042090/preview.png,b98e875c7fa5060fe7589a8c4ff35f45a0c5af49d68180b51686933e5d430371
84,animationclip-661888,67a9ec7922374ed79f28d6bb3096aff4,RECENT_SECONDARY,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,NATIVE_1_TO_1,MIXED_VFX_OBJECT,주황 타격광/검은 연기/기계가 혼합. 섬광과 연기 분리만 사용; 기계·기능 복제 금지.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0084_animationclip-661888/preview.png,ddac48a7284e1a39e397dc07201053aeed724695eff3d5c71ad4eedb28fe9bac
85,포자 살포,6923ce8064e4445d8e63176645943fb1,LEGACY_REFERENCE,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0085_포자_살포/preview.png,216745fce4bc7af46bb733c3bb347c9ab2534d8f65c09dc2d9849ce45ae156ae
86,animationclip-1038620,69656381a8e04edcbb8a2c8599567ab3,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0086_animationclip-1038620/preview.png,737bda07ade012f16005f969ab4c1eb8fe713cd0656d951a44ce01b581ca4d23
87,에인션트 다크골렘,6ad623bf86ad46f0ad423c10e383a28e,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0087_에인션트_다크골렘/preview.png,44fd566158d69d917d394156de78f6a055b9952bbc832725dedacd02fa542be9
88,루나픽시,6d96350411834e2b90a2fe18ff542159,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0088_루나픽시/preview.png,53436cc9523174bd764d41e88b693f41cc9a41a0bd47507cb7880f1b5ebbadd5
89,스타픽시,6ffbabe486c24e5ea6cda2c54022033b,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0089_스타픽시/preview.png,c2c232ef1c4838e6954506cbcbb98503261b5fd413706689b5b7d7414e94478e
90,마티안,70f170cb7f644da28dc93915a8e70dd9,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0090_마티안/preview.png,763faf6c2e9149475327bee8e0ee3bd048f66c7d2a09e894c4c15ab01e703585
91,sprite-12921354,71a82cb186bb41799e6dbb3a421cb474,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0091_sprite-12921354/preview.png,cf25382e8daa2c7f560da4073d1bb52240b1bc366061df42e15edf04091579b5
92,끈적한 몸통,72d1dd0939714240bddc0b6865eb93ce,LEGACY_REFERENCE,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,NATIVE_1_TO_1,PROJECT_ICON,프로젝트 직접 제작 기록의 옛 점액 ICON. 픽셀 실루엣 비교만; 공식 최신 VFX 기준 아님.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0092_끈적한_몸통/preview.png,b5d2e6c7b518f6bf2b992d2adae7957afe91718a8f91a7c32f7d412ee44b69dc
93,도도,72e16f10f6ec4cf0a1fe3146e73f0856,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0093_도도/preview.png,30e8927a5d4170abdd298b5d4bfa820f8d1e4925f084d4d2362f665cea68bbc7
94,푸른 껍질,73c1bdafcb7e42bc8db0041883226449,LEGACY_REFERENCE,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,NATIVE_1_TO_1,PROJECT_ICON,프로젝트 직접 제작 기록의 옛 껍질 ICON. 픽셀 실루엣 비교만; 공식 최신 VFX 기준 아님.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0094_푸른_껍질/preview.png,96508f1a0d0ba5479121c4782e35e0fab99e0d9a5a4aee12ccfc59132d0a6d2b
95,이슬 미끄럼길,74cd5784067849bf865c80b2f2ebf795,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,NATIVE_1_TO_1,PROJECT_VFX_STATIC,같은 이슬 스킬의 기존 프로젝트 참고. 둥근 광택/리본 표현의 당초 참고로 사용. 독립적인 최신 공식 품질 또는 AREA00 전체 성공의 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0095_이슬_미끄럼길/preview.png,dd8869b283149fad931b66e90b1d3cc6b21198827f96d8cbdd95da33ad8925d7
96,수련용 나무인형,7598c7485ce9483b8b1178386b7d8f73,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,BODY_SCREENED,본체 이미지가 중심. 몬스터 정체성 보조 외 VFX 마감 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0096_수련용_나무인형/preview.png,708c088fdf74eb7fcde1651cd2af4c51e1652f6f27052ccd88f081a47dce8515
97,스타픽시,78e3188f0fc14797a8383658e626e3ea,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0097_스타픽시/preview.png,c221673ceb2e2b723fcde3d2abc20f1836eb1b10192d6c3b7e375ed7bd2554bb
98,animationclip-1040852,79c9b3b094dd49eda90e80d178f0ff28,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0098_animationclip-1040852/preview.png,879b806612fe0efeb5929f202ce480d2f54dfbc2338b6a2142a2badce0397bcc
99,설귀도 화이트팽,7a41e40ee7d846908e29ec10b94630b0,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0099_설귀도_화이트팽/preview.png,c91e6e533b56bfb06e26cc784e252c0d62062c8d8f48e728245acfbd17f97c95
100,animationclip-1040678,7d1673d31f0d48ba96061c8a840c64af,RECENT_SECONDARY,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,NATIVE_1_TO_1,VFX_STATIC,"수정 같은 판과 밝은 수평 중심, 가는 외곽 무늬. 층 구분 비교만; 모양·재질 강제 금지.",AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0100_animationclip-1040678/preview.png,67747e272f6c23b19515ac18604730191c90907f7e9957c196b966b64463e16b
101,animationclip-1040706,7e11c40b5fcf4d688c40b539b71350a3,RECENT_SECONDARY,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,NATIVE_1_TO_1,VFX_STATIC,보라 수정 판과 흰 중심. 층 구분 비교만; 모양·재질 강제 금지.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0101_animationclip-1040706/preview.png,52e310c82d2bc090a32a5ee22db9c5b97ae5a744ade3d4d1a9322e21e8fa0c05
102,단단한 밑동,8061aa7a332b4e7ba783b3cd582ebb4b,LEGACY_REFERENCE,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0102_단단한_밑동/preview.png,d923b2166a3ce1a906a3a73aa380dde6493b49d13857fcdae588d11a844a1bc7
103,킹크랑,8394705c13394b78a8b9a38e1313cb22,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0103_킹크랑/preview.png,3d59e4f0fb0dd906cda23dd0a7ff4e7a780e11cd45dd45a5af16f67ec493eea0
104,animationclip-1043227,86734a2715504c10b1e50ae810609e25,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0104_animationclip-1043227/preview.png,fd39a57d60f809cce3d87467d5c4462ca7cd60fbaa8f2c1240b56543d3625ab8
105,animationclip-663441,86c80043cbfa4a17ae2df502318f96e8,RECENT_SECONDARY,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0105_animationclip-663441/preview.png,27b9187360e4ecd07f7d927bad91986c4ef0e1f87003e72c213dd7bdaf114d84
106,시그너스,875053c636494f6d807b803dd95bc3eb,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0106_시그너스/preview.png,4142a3d025998da1ab86c532f9565df52d55a10abde8282868e88be68d2fc67a
107,마노,890da64fbb374f018a722d9ed040098d,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,BODY_SCREENED,본체 이미지가 중심. 몬스터 정체성 보조 외 VFX 마감 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0107_마노/preview.png,4d341f5fcea09fdf1b3c76fa6945b9e68a15e887f238dbd470fbd84ea62151ae
108,상급기사B,89e2fa1739754ade99ddca6ca3653182,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0108_상급기사B/preview.png,f2c5f0edf54595941b3fb73bc0399fbc505d3b2e0d2ead8235b3e0f20eed993f
109,상급기사B,8a8c83af487246b89a8f4e4ff92edd66,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0109_상급기사B/preview.png,e3135cca2c51bfb82558364111c8d50b1aa0af9802e44e5e86801795f662f13a
110,animationclip-663687,8b26a0cdb63d455e82d1ca0fddf5e139,LEGACY_REFERENCE,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0110_animationclip-663687/preview.png,44fd566158d69d917d394156de78f6a055b9952bbc832725dedacd02fa542be9
111,태륜,8e38989c6f3d4f87876d37e431ee11c1,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0111_태륜/preview.png,7c174bc47cbd7e3e2d8a090acc3b6ae108a194c2e0709e35ecd9616b9b19b04e
112,animationclip-663973,9051254fb84a4a898f3d99a213a896ec,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0112_animationclip-663973/preview.png,15b66a266b3ac63650aaad5ff5b17b8869c871e8e6a64cdf6bb3488c2d74de35
113,제노,908710847a0249c98cf8e935dfb1ddd8,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0113_제노/preview.png,fdb7a59bc2bcc19d0d6614cddc173f40921c17b8011620b54be64d71f0ff1c5c
114,롬바드,91c5d5dd661e4e079271b4446f7eb262,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0114_롬바드/preview.png,958610173a628b2883d0219a7cfa744851467444da15bd91918199c170b5f542
