area_id,monster_id,role,status,reason,finish,board,baseline_file,detail_frame,companion_file,monster_name,skill_id,skill_name,actual_files
area_14,m_chimera,CAST_VFX,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_chimera_CAST_VFX_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F06.png,AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F06.png,AREA_14_IMAGES_OUTPUT/ICON/005_m_chimera_s_mon_chimera_ICON.png,키메라,s_mon_chimera,융합체의 산성 포격,AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F00.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F01.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F02.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F03.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F04.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F05.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F06.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F07.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F08.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F09.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F10.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F11.png
area_14,m_chimera,PROJECTILE,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_chimera_PROJECTILE_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F06.png,AREA_14_IMAGES_OUTPUT/PROJECTILE/005_m_chimera_s_mon_chimera_PROJECTILE_F02.png,AREA_14_IMAGES_OUTPUT/ICON/005_m_chimera_s_mon_chimera_ICON.png,키메라,s_mon_chimera,융합체의 산성 포격,AREA_14_IMAGES_OUTPUT/PROJECTILE/005_m_chimera_s_mon_chimera_PROJECTILE_F00.png|AREA_14_IMAGES_OUTPUT/PROJECTILE/005_m_chimera_s_mon_chimera_PROJECTILE_F01.png|AREA_14_IMAGES_OUTPUT/PROJECTILE/005_m_chimera_s_mon_chimera_PROJECTILE_F02.png|AREA_14_IMAGES_OUTPUT/PROJECTILE/005_m_chimera_s_mon_chimera_PROJECTILE_F03.png
area_18,m_mateon,ICON,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_18_m_mateon_ICON_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/ICON/002_m_blue_snail_s_mon_blue_snail_ICON.png,AREA_18_IMAGES_OUTPUT/ICON/001_m_mateon_s_mon_mateon_ICON.png,AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F04.png,마티안,s_mon_mateon,마티안 광선탄,AREA_18_IMAGES_OUTPUT/ICON/001_m_mateon_s_mon_mateon_ICON.png
area_18,m_mateon,CAST_VFX,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_18_m_mateon_CAST_VFX_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F04.png,AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F04.png,AREA_18_IMAGES_OUTPUT/ICON/001_m_mateon_s_mon_mateon_ICON.png,마티안,s_mon_mateon,마티안 광선탄,AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F00.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F01.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F02.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F03.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F04.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F05.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F06.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F07.png
area_18,m_mateon,PROJECTILE,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_18_m_mateon_PROJECTILE_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F04.png,AREA_18_IMAGES_OUTPUT/PROJECTILE/001_m_mateon_s_mon_mateon_PROJECTILE_F02.png,AREA_18_IMAGES_OUTPUT/ICON/001_m_mateon_s_mon_mateon_ICON.png,마티안,s_mon_mateon,마티안 광선탄,AREA_18_IMAGES_OUTPUT/PROJECTILE/001_m_mateon_s_mon_mateon_PROJECTILE_F00.png|AREA_18_IMAGES_OUTPUT/PROJECTILE/001_m_mateon_s_mon_mateon_PROJECTILE_F01.png|AREA_18_IMAGES_OUTPUT/PROJECTILE/001_m_mateon_s_mon_mateon_PROJECTILE_F02.png|AREA_18_IMAGES_OUTPUT/PROJECTILE/001_m_mateon_s_mon_mateon_PROJECTILE_F03.png
area_18,m_plateon,ICON,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_18_m_plateon_ICON_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/ICON/002_m_blue_snail_s_mon_blue_snail_ICON.png,AREA_18_IMAGES_OUTPUT/ICON/002_m_plateon_s_mon_plateon_ICON.png,AREA_18_IMAGES_OUTPUT/REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F03.png,플라티안,s_mon_plateon,외계 장갑 조종,AREA_18_IMAGES_OUTPUT/ICON/002_m_plateon_s_mon_plateon_ICON.png
area_18,m_plateon,REFERENCE_VFX,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_18_m_plateon_REFERENCE_VFX_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F04.png,AREA_18_IMAGES_OUTPUT/REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F03.png,AREA_18_IMAGES_OUTPUT/ICON/002_m_plateon_s_mon_plateon_ICON.png,플라티안,s_mon_plateon,외계 장갑 조종,AREA_18_IMAGES_OUTPUT/REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F00.png|AREA_18_IMAGES_OUTPUT/REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F01.png|AREA_18_IMAGES_OUTPUT/REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F02.png|AREA_18_IMAGES_OUTPUT/REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F03.png|AREA_18_IMAGES_OUTPUT/REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F04.png|AREA_18_IMAGES_OUTPUT/REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F05.png
area_18,m_mecateon,ICON,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_18_m_mecateon_ICON_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/ICON/002_m_blue_snail_s_mon_blue_snail_ICON.png,AREA_18_IMAGES_OUTPUT/ICON/003_m_mecateon_s_mon_mecateon_ICON.png,AREA_18_IMAGES_OUTPUT/CAST/003_m_mecateon_s_mon_mecateon_CAST_F04.png,메카티안,s_mon_mecateon,기계화 레이저,AREA_18_IMAGES_OUTPUT/ICON/003_m_mecateon_s_mon_mecateon_ICON.png
area_18,m_mecateon,CAST_VFX,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_18_m_mecateon_CAST_VFX_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F04.png,AREA_18_IMAGES_OUTPUT/CAST/003_m_mecateon_s_mon_mecateon_CAST_F04.png,AREA_18_IMAGES_OUTPUT/ICON/003_m_mecateon_s_mon_mecateon_ICON.png,메카티안,s_mon_mecateon,기계화 레이저,AREA_18_IMAGES_OUTPUT/CAST/003_m_mecateon_s_mon_mecateon_CAST_F00.png|AREA_18_IMAGES_OUTPUT/CAST/003_m_mecateon_s_mon_mecateon_CAST_F01.png|AREA_18_IMAGES_OUTPUT/CAST/003_m_mecateon_s_mon_mecateon_CAST_F02.png|AREA_18_IMAGES_OUTPUT/CAST/003_m_mecateon_s_mon_mecateon_CAST_F03.png|AREA_18_IMAGES_OUTPUT/CAST/003_m_mecateon_s_mon_mecateon_CAST_F04.png|AREA_18_IMAGES_OUTPUT/CAST/003_m_mecateon_s_mon_mecateon_CAST_F05.png|AREA_18_IMAGES_OUTPUT/CAST/003_m_mecateon_s_mon_mecateon_CAST_F06.png|AREA_18_IMAGES_OUTPUT/CAST/003_m_mecateon_s_mon_mecateon_CAST_F07.png
area_18,m_chief_gray,ICON,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_18_m_chief_gray_ICON_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/ICON/002_m_blue_snail_s_mon_blue_snail_ICON.png,AREA_18_IMAGES_OUTPUT/ICON/004_m_chief_gray_s_mon_chief_gray_ICON.png,AREA_18_IMAGES_OUTPUT/REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F03.png,원로 그레이,s_mon_chief_gray,원로의 정신연산,AREA_18_IMAGES_OUTPUT/ICON/004_m_chief_gray_s_mon_chief_gray_ICON.png
area_18,m_chief_gray,REFERENCE_VFX,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_18_m_chief_gray_REFERENCE_VFX_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F04.png,AREA_18_IMAGES_OUTPUT/REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F03.png,AREA_18_IMAGES_OUTPUT/ICON/004_m_chief_gray_s_mon_chief_gray_ICON.png,원로 그레이,s_mon_chief_gray,원로의 정신연산,AREA_18_IMAGES_OUTPUT/REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F00.png|AREA_18_IMAGES_OUTPUT/REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F01.png|AREA_18_IMAGES_OUTPUT/REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F02.png|AREA_18_IMAGES_OUTPUT/REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F03.png|AREA_18_IMAGES_OUTPUT/REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F04.png|AREA_18_IMAGES_OUTPUT/REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F05.png
area_18,m_zeno,ICON,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_18_m_zeno_ICON_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/ICON/002_m_blue_snail_s_mon_blue_snail_ICON.png,AREA_18_IMAGES_OUTPUT/ICON/005_m_zeno_s_mon_zeno_ICON.png,AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F06.png,제노,s_mon_zeno,제노의 중력장,AREA_18_IMAGES_OUTPUT/ICON/005_m_zeno_s_mon_zeno_ICON.png
area_18,m_zeno,CAST_VFX,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_18_m_zeno_CAST_VFX_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F06.png,AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F06.png,AREA_18_IMAGES_OUTPUT/ICON/005_m_zeno_s_mon_zeno_ICON.png,제노,s_mon_zeno,제노의 중력장,AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F00.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F01.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F02.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F03.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F04.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F05.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F06.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F07.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F08.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F09.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F10.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F11.png
area_05,m_blue_pig,REFERENCE_VFX,STYLE_OUTLIER,F00–F05 리본과 고리의 가장자리가 계단형 픽셀 선이고 명암 띠가 굵게 끊긴다. 같은 소재인 리본돼지 CAST의 곡선 그라데이션과 차이가 있다.,푸른 매듭·조임 고리와 짧은 호흡을 유지; 리본 음영과 광륜 가장자리 마감 정돈,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_05_m_blue_pig_REFERENCE_VFX_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F04.png,AREA_05_IMAGES_OUTPUT/REFERENCE/002_m_blue_pig_s_mon_blue_pig_REFERENCE_F03.png,AREA_05_IMAGES_OUTPUT/ICON/002_m_blue_pig_s_mon_blue_pig_ICON.png,파란 리본돼지,s_mon_blue_pig,푸른 리본 매듭,AREA_05_IMAGES_OUTPUT/REFERENCE/002_m_blue_pig_s_mon_blue_pig_REFERENCE_F00.png|AREA_05_IMAGES_OUTPUT/REFERENCE/002_m_blue_pig_s_mon_blue_pig_REFERENCE_F01.png|AREA_05_IMAGES_OUTPUT/REFERENCE/002_m_blue_pig_s_mon_blue_pig_REFERENCE_F02.png|AREA_05_IMAGES_OUTPUT/REFERENCE/002_m_blue_pig_s_mon_blue_pig_REFERENCE_F03.png|AREA_05_IMAGES_OUTPUT/REFERENCE/002_m_blue_pig_s_mon_blue_pig_REFERENCE_F04.png|AREA_05_IMAGES_OUTPUT/REFERENCE/002_m_blue_pig_s_mon_blue_pig_REFERENCE_F05.png
area_05,m_jellyfish,REFERENCE_VFX,STYLE_OUTLIER,"F00–F05 젤리의 곡선, 하이라이트, 십자 입자가 사각 픽셀 군집이다. AREA00 슬라임의 유체 윤곽·곡면 하이라이트와 차이가 있어 서리라는 소재 차이만으로 설명하기 어렵다.",젤리·서리 튐과 호흡을 유지; 액체 윤곽·반사광·입자 마감 정돈,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_05_m_jellyfish_REFERENCE_VFX_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F04.png,AREA_05_IMAGES_OUTPUT/REFERENCE/004_m_jellyfish_s_mon_jellyfish_REFERENCE_F03.png,AREA_05_IMAGES_OUTPUT/ICON/004_m_jellyfish_s_mon_jellyfish_ICON.png,쿨 젤리피쉬,s_mon_jellyfish,차가운 젤리,AREA_05_IMAGES_OUTPUT/REFERENCE/004_m_jellyfish_s_mon_jellyfish_REFERENCE_F00.png|AREA_05_IMAGES_OUTPUT/REFERENCE/004_m_jellyfish_s_mon_jellyfish_REFERENCE_F01.png|AREA_05_IMAGES_OUTPUT/REFERENCE/004_m_jellyfish_s_mon_jellyfish_REFERENCE_F02.png|AREA_05_IMAGES_OUTPUT/REFERENCE/004_m_jellyfish_s_mon_jellyfish_REFERENCE_F03.png|AREA_05_IMAGES_OUTPUT/REFERENCE/004_m_jellyfish_s_mon_jellyfish_REFERENCE_F04.png|AREA_05_IMAGES_OUTPUT/REFERENCE/004_m_jellyfish_s_mon_jellyfish_REFERENCE_F05.png
area_11,m_ratz,REFERENCE_VFX,STYLE_OUTLIER,F00–F05 톱니에 굵은 계단형 검은 윤곽과 단순한 고리 음영이 반복된다. 같은 스킬 ICON의 부드러운 금속 반사 및 AREA12 타이머의 세밀한 금속 모서리와 다르다.,톱니 맞물림/민첩 잔상은 유지; 금속 경사면·윤곽·반사광 정돈,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_11_m_ratz_REFERENCE_VFX_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F04.png,AREA_11_IMAGES_OUTPUT/REFERENCE/001_m_ratz_s_mon_ratz_REFERENCE_F03.png,AREA_11_IMAGES_OUTPUT/ICON/001_m_ratz_s_mon_ratz_ICON.png,라츠,s_mon_ratz,태엽쥐의 민첩,AREA_11_IMAGES_OUTPUT/REFERENCE/001_m_ratz_s_mon_ratz_REFERENCE_F00.png|AREA_11_IMAGES_OUTPUT/REFERENCE/001_m_ratz_s_mon_ratz_REFERENCE_F01.png|AREA_11_IMAGES_OUTPUT/REFERENCE/001_m_ratz_s_mon_ratz_REFERENCE_F02.png|AREA_11_IMAGES_OUTPUT/REFERENCE/001_m_ratz_s_mon_ratz_REFERENCE_F03.png|AREA_11_IMAGES_OUTPUT/REFERENCE/001_m_ratz_s_mon_ratz_REFERENCE_F04.png|AREA_11_IMAGES_OUTPUT/REFERENCE/001_m_ratz_s_mon_ratz_REFERENCE_F05.png
area_11,m_bloctopus,REFERENCE_VFX,STYLE_OUTLIER,F00–F05 블록의 윤곽과 명암이 굵은 픽셀 띠로 끊긴다. 사각 형상 자체가 문제가 아니라 같은 ICON의 매끄러운 반투명 면과 외곽 마감이 다른 점이다.,사각 블록·위장막·흐림 격자 유지; 면 그라데이션과 투명 가장자리 마감 정돈,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_11_m_bloctopus_REFERENCE_VFX_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F04.png,AREA_11_IMAGES_OUTPUT/REFERENCE/003_m_bloctopus_s_mon_bloctopus_REFERENCE_F03.png,AREA_11_IMAGES_OUTPUT/ICON/003_m_bloctopus_s_mon_bloctopus_ICON.png,블록퍼스,s_mon_bloctopus,블록 위장,AREA_11_IMAGES_OUTPUT/REFERENCE/003_m_bloctopus_s_mon_bloctopus_REFERENCE_F00.png|AREA_11_IMAGES_OUTPUT/REFERENCE/003_m_bloctopus_s_mon_bloctopus_REFERENCE_F01.png|AREA_11_IMAGES_OUTPUT/REFERENCE/003_m_bloctopus_s_mon_bloctopus_REFERENCE_F02.png|AREA_11_IMAGES_OUTPUT/REFERENCE/003_m_bloctopus_s_mon_bloctopus_REFERENCE_F03.png|AREA_11_IMAGES_OUTPUT/REFERENCE/003_m_bloctopus_s_mon_bloctopus_REFERENCE_F04.png|AREA_11_IMAGES_OUTPUT/REFERENCE/003_m_bloctopus_s_mon_bloctopus_REFERENCE_F05.png
area_11,m_king_bloctopus,PROJECTILE,STYLE_OUTLIER,F00–F03 왕관과 분홍 코어/포구의 두꺼운 계단 윤곽·픽셀 명암이 CAST의 부드러운 블록 면과 다르다. 축소 본체처럼 읽히는 조합은 별도의 기존 SPEC_MISMATCH다.,왕관 블록 핵·각진 조각 유지. 기존 명세 위반 해결 후보와 함께 CAST/ICON의 면·외곽 마감에 맞춤; 투명도 보류 별도,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_11_m_king_bloctopus_PROJECTILE_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F04.png,AREA_11_IMAGES_OUTPUT/PROJECTILE/004_m_king_bloctopus_s_mon_king_bloctopus_PROJECTILE_F02.png,AREA_11_IMAGES_OUTPUT/ICON/004_m_king_bloctopus_s_mon_king_bloctopus_ICON.png,킹 블록퍼스,s_mon_king_bloctopus,왕관 블록탄,AREA_11_IMAGES_OUTPUT/PROJECTILE/004_m_king_bloctopus_s_mon_king_bloctopus_PROJECTILE_F00.png|AREA_11_IMAGES_OUTPUT/PROJECTILE/004_m_king_bloctopus_s_mon_king_bloctopus_PROJECTILE_F01.png|AREA_11_IMAGES_OUTPUT/PROJECTILE/004_m_king_bloctopus_s_mon_king_bloctopus_PROJECTILE_F02.png|AREA_11_IMAGES_OUTPUT/PROJECTILE/004_m_king_bloctopus_s_mon_king_bloctopus_PROJECTILE_F03.png
