area_id,monster_id,monster_name,skill_id,skill_name,role,style_judgment,actual_output_files,finish_observation,keep_material_motion,finish_change_candidate,detail_board,action,implemented,scope_guard
area_12,m_master_robo,마스터 로보,s_mon_master_robo,정밀 태엽회로,REFERENCE_VFX,STYLE_OUTLIER,AREA_12_IMAGES_OUTPUT/monsters/003_m_master_robo_마스터_로보/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F00.png|AREA_12_IMAGES_OUTPUT/monsters/003_m_master_robo_마스터_로보/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F01.png|AREA_12_IMAGES_OUTPUT/monsters/003_m_master_robo_마스터_로보/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F02.png|AREA_12_IMAGES_OUTPUT/monsters/003_m_master_robo_마스터_로보/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F03.png|AREA_12_IMAGES_OUTPUT/monsters/003_m_master_robo_마스터_로보/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F04.png|AREA_12_IMAGES_OUTPUT/monsters/003_m_master_robo_마스터_로보/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F05.png,F00–F05 톱니/장갑의 검은 계단형 선과 평평한 회색 띠가 반복된다. 같은 ICON의 경사진 금속 반사면과 다른 마감이다.,정밀 톱니 세 개와 회로선이 동심으로 맞물리는 코어. ‘마스터 로보 / 정밀 태엽회로’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | preview only; no engine motion/FlipX contract,톱니 장갑 유지; 외곽·금속 경사면과 발광선 정돈. ICON 수정 대상으로 확대하지 않음,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_12_m_master_robo_REFERENCE_VFX_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_13,m_scarf_plead,목도리 프릴드,s_mon_scarf_plead,목도리의 사막감각,REFERENCE_VFX,STYLE_OUTLIER,AREA_13_IMAGES_OUTPUT/REFERENCE/002_m_scarf_plead_s_mon_scarf_plead_REFERENCE_F00.png|AREA_13_IMAGES_OUTPUT/REFERENCE/002_m_scarf_plead_s_mon_scarf_plead_REFERENCE_F01.png|AREA_13_IMAGES_OUTPUT/REFERENCE/002_m_scarf_plead_s_mon_scarf_plead_REFERENCE_F02.png|AREA_13_IMAGES_OUTPUT/REFERENCE/002_m_scarf_plead_s_mon_scarf_plead_REFERENCE_F03.png|AREA_13_IMAGES_OUTPUT/REFERENCE/002_m_scarf_plead_s_mon_scarf_plead_REFERENCE_F04.png|AREA_13_IMAGES_OUTPUT/REFERENCE/002_m_scarf_plead_s_mon_scarf_plead_REFERENCE_F05.png,F00–F05 목도리에 계단형 외곽과 줄무늬처럼 분리된 명암이 보인다. 같은 ICON 및 리본돼지 CAST의 직물 곡면/부드러운 광선과 다르다.,목도리 끝이 바람결을 읽듯 휘는 얇은 사막 감지선. ‘목도리 프릴드 / 목도리의 사막감각’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | preview only; no engine motion/FlipX contract,목도리·속도 잔상·호흡 유지; 직물 주름 음영 및 끝단 마감 정돈,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_13_m_scarf_plead_REFERENCE_VFX_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_14,m_cube_slime,큐브슬라임,s_mon_cube_slime,연금 큐브막,ICON,STYLE_OUTLIER,AREA_14_IMAGES_OUTPUT/ICON/001_m_cube_slime_s_mon_cube_slime_ICON.png,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,투명 연금 큐브가 점액처럼 휘며 겹치는 사각 보호막. ‘큐브슬라임 / 연금 큐브막’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | none,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_cube_slime_ICON_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_14,m_cube_slime,큐브슬라임,s_mon_cube_slime,연금 큐브막,REFERENCE_VFX,STYLE_OUTLIER,AREA_14_IMAGES_OUTPUT/REFERENCE/001_m_cube_slime_s_mon_cube_slime_REFERENCE_F00.png|AREA_14_IMAGES_OUTPUT/REFERENCE/001_m_cube_slime_s_mon_cube_slime_REFERENCE_F01.png|AREA_14_IMAGES_OUTPUT/REFERENCE/001_m_cube_slime_s_mon_cube_slime_REFERENCE_F02.png|AREA_14_IMAGES_OUTPUT/REFERENCE/001_m_cube_slime_s_mon_cube_slime_REFERENCE_F03.png|AREA_14_IMAGES_OUTPUT/REFERENCE/001_m_cube_slime_s_mon_cube_slime_REFERENCE_F04.png|AREA_14_IMAGES_OUTPUT/REFERENCE/001_m_cube_slime_s_mon_cube_slime_REFERENCE_F05.png,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,투명 연금 큐브가 점액처럼 휘며 겹치는 사각 보호막. ‘큐브슬라임 / 연금 큐브막’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | preview only; no engine motion/FlipX contract,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_cube_slime_REFERENCE_VFX_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_14,m_mithril_mutae,미스릴 뮤테,s_mon_mithril_mutae,미스릴 외피,ICON,STYLE_OUTLIER,AREA_14_IMAGES_OUTPUT/ICON/002_m_mithril_mutae_s_mon_mithril_mutae_ICON.png,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,미스릴 판이 육각으로 포개지고 표면에 차가운 반사광. ‘미스릴 뮤테 / 미스릴 외피’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | none,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_mithril_mutae_ICON_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_14,m_mithril_mutae,미스릴 뮤테,s_mon_mithril_mutae,미스릴 외피,REFERENCE_VFX,STYLE_OUTLIER,AREA_14_IMAGES_OUTPUT/REFERENCE/002_m_mithril_mutae_s_mon_mithril_mutae_REFERENCE_F00.png|AREA_14_IMAGES_OUTPUT/REFERENCE/002_m_mithril_mutae_s_mon_mithril_mutae_REFERENCE_F01.png|AREA_14_IMAGES_OUTPUT/REFERENCE/002_m_mithril_mutae_s_mon_mithril_mutae_REFERENCE_F02.png|AREA_14_IMAGES_OUTPUT/REFERENCE/002_m_mithril_mutae_s_mon_mithril_mutae_REFERENCE_F03.png|AREA_14_IMAGES_OUTPUT/REFERENCE/002_m_mithril_mutae_s_mon_mithril_mutae_REFERENCE_F04.png|AREA_14_IMAGES_OUTPUT/REFERENCE/002_m_mithril_mutae_s_mon_mithril_mutae_REFERENCE_F05.png,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,미스릴 판이 육각으로 포개지고 표면에 차가운 반사광. ‘미스릴 뮤테 / 미스릴 외피’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | preview only; no engine motion/FlipX contract,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_mithril_mutae_REFERENCE_VFX_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_14,m_homun,호문,s_mon_homun,플라스크 독무,ICON,STYLE_OUTLIER,AREA_14_IMAGES_OUTPUT/ICON/003_m_homun_s_mon_homun_ICON.png,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,금 간 플라스크에서 새는 자주빛 독무와 액체 방울. ‘호문 / 플라스크 독무’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | none,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_homun_ICON_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_14,m_homun,호문,s_mon_homun,플라스크 독무,CAST_VFX,STYLE_OUTLIER,AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F00.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F01.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F02.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F03.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F04.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F05.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F06.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F07.png,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,금 간 플라스크에서 새는 자주빛 독무와 액체 방울. ‘호문 / 플라스크 독무’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_homun_CAST_VFX_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_14,m_roid,로이드,s_mon_roid,알카드노 에너지탄,ICON,STYLE_OUTLIER,AREA_14_IMAGES_OUTPUT/ICON/004_m_roid_s_mon_roid_ICON.png,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,알카드노 금속 코어가 압축한 직선 에너지탄. ‘로이드 / 알카드노 에너지탄’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | none,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_roid_ICON_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_14,m_roid,로이드,s_mon_roid,알카드노 에너지탄,CAST_VFX,STYLE_OUTLIER,AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F00.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F01.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F02.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F03.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F04.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F05.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F06.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F07.png,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,알카드노 금속 코어가 압축한 직선 에너지탄. ‘로이드 / 알카드노 에너지탄’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_roid_CAST_VFX_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_14,m_roid,로이드,s_mon_roid,알카드노 에너지탄,PROJECTILE,STYLE_OUTLIER,AREA_14_IMAGES_OUTPUT/PROJECTILE/004_m_roid_s_mon_roid_PROJECTILE_F00.png|AREA_14_IMAGES_OUTPUT/PROJECTILE/004_m_roid_s_mon_roid_PROJECTILE_F01.png|AREA_14_IMAGES_OUTPUT/PROJECTILE/004_m_roid_s_mon_roid_PROJECTILE_F02.png|AREA_14_IMAGES_OUTPUT/PROJECTILE/004_m_roid_s_mon_roid_PROJECTILE_F03.png,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,알카드노 금속 코어가 압축한 직선 에너지탄. ‘로이드 / 알카드노 에너지탄’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | art direction-neutral/local form only; engine translates caster+h to target+h and applies ZRotation; no PROJECTILE FlipX or travel-direction alignment,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_roid_PROJECTILE_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_14,m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,ICON,STYLE_OUTLIER,AREA_14_IMAGES_OUTPUT/ICON/005_m_chimera_s_mon_chimera_ICON.png,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,서로 다른 산성액 두 줄기가 합쳐져 터지는 포격탄. ‘키메라 / 융합체의 산성 포격’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | none,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_chimera_ICON_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_14,m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,CAST_VFX,STYLE_OUTLIER,AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F00.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F01.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F02.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F03.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F04.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F05.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F06.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F07.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F08.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F09.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F10.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F11.png,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,서로 다른 산성액 두 줄기가 합쳐져 터지는 포격탄. ‘키메라 / 융합체의 산성 포격’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_chimera_CAST_VFX_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_14,m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,PROJECTILE,STYLE_OUTLIER,AREA_14_IMAGES_OUTPUT/PROJECTILE/005_m_chimera_s_mon_chimera_PROJECTILE_F00.png|AREA_14_IMAGES_OUTPUT/PROJECTILE/005_m_chimera_s_mon_chimera_PROJECTILE_F01.png|AREA_14_IMAGES_OUTPUT/PROJECTILE/005_m_chimera_s_mon_chimera_PROJECTILE_F02.png|AREA_14_IMAGES_OUTPUT/PROJECTILE/005_m_chimera_s_mon_chimera_PROJECTILE_F03.png,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,서로 다른 산성액 두 줄기가 합쳐져 터지는 포격탄. ‘키메라 / 융합체의 산성 포격’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | art direction-neutral/local form only; engine translates caster+h to target+h and applies ZRotation; no PROJECTILE FlipX or travel-direction alignment,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_chimera_PROJECTILE_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_15,m_peach_monkey,원공,s_mon_peach_monkey,천도 투척,PROJECTILE,NEEDS_USER_REVIEW,AREA_15_IMAGES_OUTPUT/PROJECTILE/003_m_peach_monkey_s_mon_peach_monkey_PROJECTILE_F00.png|AREA_15_IMAGES_OUTPUT/PROJECTILE/003_m_peach_monkey_s_mon_peach_monkey_PROJECTILE_F01.png|AREA_15_IMAGES_OUTPUT/PROJECTILE/003_m_peach_monkey_s_mon_peach_monkey_PROJECTILE_F02.png|AREA_15_IMAGES_OUTPUT/PROJECTILE/003_m_peach_monkey_s_mon_peach_monkey_PROJECTILE_F03.png,F00–F03 복숭아의 어두운 계단형 외곽과 분리된 명암이 같은 ICON/CAST보다 강조된다. 작은 비행체의 가독성 목적일 가능성이 있어 확정 이탈과 분리한다.,천도 복숭아가 잎사귀 꼬리를 달고 포물선으로 날아가는 탄. ‘원공 / 천도 투척’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | art direction-neutral/local form only; engine translates caster+h to target+h and applies ZRotation; no PROJECTILE FlipX or travel-direction alignment,복숭아·직선 잔상·로컬 중심 유지; 외곽과 음영 단순화 허용 여부 판단,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_15_m_peach_monkey_PROJECTILE_COMPARE.png,사용자 판단,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_18,m_mateon,마티안,s_mon_mateon,마티안 광선탄,ICON,STYLE_OUTLIER,AREA_18_IMAGES_OUTPUT/ICON/001_m_mateon_s_mon_mateon_ICON.png,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,외계 수정핵에서 발사되는 둥근 황록 광선탄. ‘마티안 / 마티안 광선탄’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | none,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_18_m_mateon_ICON_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_18,m_mateon,마티안,s_mon_mateon,마티안 광선탄,CAST_VFX,STYLE_OUTLIER,AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F00.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F01.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F02.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F03.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F04.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F05.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F06.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F07.png,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,외계 수정핵에서 발사되는 둥근 황록 광선탄. ‘마티안 / 마티안 광선탄’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_18_m_mateon_CAST_VFX_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_18,m_mateon,마티안,s_mon_mateon,마티안 광선탄,PROJECTILE,STYLE_OUTLIER,AREA_18_IMAGES_OUTPUT/PROJECTILE/001_m_mateon_s_mon_mateon_PROJECTILE_F00.png|AREA_18_IMAGES_OUTPUT/PROJECTILE/001_m_mateon_s_mon_mateon_PROJECTILE_F01.png|AREA_18_IMAGES_OUTPUT/PROJECTILE/001_m_mateon_s_mon_mateon_PROJECTILE_F02.png|AREA_18_IMAGES_OUTPUT/PROJECTILE/001_m_mateon_s_mon_mateon_PROJECTILE_F03.png,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,외계 수정핵에서 발사되는 둥근 황록 광선탄. ‘마티안 / 마티안 광선탄’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | art direction-neutral/local form only; engine translates caster+h to target+h and applies ZRotation; no PROJECTILE FlipX or travel-direction alignment,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_18_m_mateon_PROJECTILE_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
