area_id,area_name,monster_id,monster_name,skill_id,skill_name,skill_type,story_skill_status,project_evidence,external_fact,inference,unknown,visual_evidence_reuse,user_approved
area_13,니할 사막,m_white_sand_rabbit,흰 모래토끼,s_mon_white_sand_rabbit,사막 굴착탄,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_13,니할 사막,m_scarf_plead,목도리 프릴드,s_mon_scarf_plead,목도리의 사막감각,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_13,니할 사막,m_meercat,미요캐츠,s_mon_meercat,미요캐츠의 모래매복,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_13,니할 사막,m_sand_dwarf,모래난쟁이,s_mon_sand_dwarf,사막 대장장이의 체력,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_13,니할 사막,m_deo,데우,s_mon_deo,잠든 선인장의 폭발,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_14,마가티아,m_cube_slime,큐브슬라임,s_mon_cube_slime,연금 큐브막,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_14,마가티아,m_mithril_mutae,미스릴 뮤테,s_mon_mithril_mutae,미스릴 외피,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_14,마가티아,m_homun,호문,s_mon_homun,플라스크 독무,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_14,마가티아,m_roid,로이드,s_mon_roid,알카드노 에너지탄,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_14,마가티아,m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_15,무릉도원,m_straw_dummy,수련용 짚인형,s_mon_straw_dummy,짚단 균형감각,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_15,무릉도원,m_wooden_dummy,수련용 나무인형,s_mon_wooden_dummy,목인 회전타,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_15,무릉도원,m_peach_monkey,원공,s_mon_peach_monkey,천도 투척,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_15,무릉도원,m_blue_flower_serpent,청화사,s_mon_blue_flower_serpent,청화 비늘,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_15,무릉도원,m_tae_roon,태륜,s_mon_tae_roon,태륜의 쌍권풍,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_16,미나르숲,m_harp,하프,s_mon_harp,하늘 둥지의 날갯결,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_16,미나르숲,m_blood_harp,블러드 하프,s_mon_blood_harp,핏빛 깃울림,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_16,미나르숲,m_blue_wyvern,블루 와이번,s_mon_blue_wyvern,빙룡 숨결,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_16,미나르숲,m_dark_wyvern,다크 와이번,s_mon_dark_wyvern,검은 비늘의 근력,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_16,미나르숲,m_manon,마뇽,s_mon_manon,마뇽의 용화염,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_17,시간의 신전,m_memory_monk,추억의 사제,s_mon_memory_monk,추억의 묵상,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_17,시간의 신전,m_memory_monk_trainee,추억의 신관,s_mon_memory_monk_trainee,추억의 기도파,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_17,시간의 신전,m_memory_guardian,추억의 수호병,s_mon_memory_guardian,수호병의 기억갑주,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_17,시간의 신전,m_chief_memory_guardian,추억의 수호대장,s_mon_chief_memory_guardian,시간 수호진,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_17,시간의 신전,m_dodo,도도,s_mon_dodo,기억 포식,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_18,지구방위본부,m_mateon,마티안,s_mon_mateon,마티안 광선탄,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_18,지구방위본부,m_plateon,플라티안,s_mon_plateon,외계 장갑 조종,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_18,지구방위본부,m_mecateon,메카티안,s_mon_mecateon,기계화 레이저,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_18,지구방위본부,m_chief_gray,원로 그레이,s_mon_chief_gray,원로의 정신연산,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_18,지구방위본부,m_zeno,제노,s_mon_zeno,제노의 중력장,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_19,미래의 문,m_official_knight_c,정식기사 C,s_mon_official_knight_c,기사단 뇌전 연각,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_19,미래의 문,m_official_knight_d,정식기사 D,s_mon_official_knight_d,기사단의 바람 조준,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_19,미래의 문,m_advanced_knight_a,상급기사 A,s_mon_advanced_knight_a,그림자 기사의 민첩,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_19,미래의 문,m_advanced_knight_b,상급기사 B,s_mon_advanced_knight_b,상급기사의 이프리트 화염,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_19,미래의 문,m_cygnus,시그너스,s_mon_cygnus,타락한 여제의 정원,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_20,황혼의 페리온,m_mutant_dark_stump,변형된 다크 스텀프,s_mon_mutant_dark_stump,뒤틀린 고목의 껍질,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_20,황혼의 페리온,m_mutant_iron_hog,변형된 아이언호그,s_mon_mutant_iron_hog,황야의 철갑 돌진,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_20,황혼의 페리온,m_mutant_stone_mask,변형된 스톤마스크,s_mon_mutant_stone_mask,발굴지의 석면,패시브,SKILL_NAME_MISMATCH,프로젝트: 패시브 ‘발굴지의 석면’. VFX·ICON은 갈색 암석판/가면판이 맞물리는 방호 표현.,"외부 확인: ‘석면(石綿)’은 asbestos, 즉 섬유상 규산염 광물류를 뜻한다.","현재 그림은 섬유상 석면이 아니라 돌판/가면 표면을 표현하므로, 이름의 일반적 의미가 시각과 충돌한다. 아트보다 스킬명 검토 대상.",‘석면’을 ‘돌의 면(面)’이라는 창작 합성어로 의도했는지 기록 없음.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_20,황혼의 페리온,m_ancient_dark_golem,에인션트 다크골렘,s_mon_ancient_dark_golem,고대 암흑 지진,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_20,황혼의 페리온,m_mutant_stumpy,변형된 스텀피,s_mon_mutant_stumpy,검은 뿌리의 묘지,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
